category,rating,label,text_
Clothing_Shoes_and_Jewelry_5,5.0,CG,I bought these for my daughter. She loves them. I will keep them for the baby and we will be buying more! I am a 32
Pet_Supplies_5,5.0,CG,All of my cats like this food and the taste is good.  My only complaint is the ingredients
Movies_and_TV_5,5.0,OR,this was a fabulous movie. wow! just a wonderful movie
Sports_and_Outdoors_5,4.0,CG,"This is the ""W"" model. It is the best part of the Giro line. If you have an extra-large or extra-small tire, you can't go wrong with this tire. It is a good value for the money. I bought this for my husband for Christmas and he loves it! He is very happy with the item and it is a great deal. We have had this item for over a year and it still works great! It's very easy to open and close the tube, works well, and stays in place. This is a great design. It has a nice feel and is easy to use. It's great for riding in the snow, but I would definitely recommend it to anyone."
Tools_and_Home_Improvement_5,4.0,CG,"The flush is quick!  We have the wide-sided flush and it is just perfect!  The other two we had were the flush and the flush ring was a little too close to the saw. It is a good value, and it is going to be a great purchase for the money. I have a few of these in the house and they are a little heavier than I expected."
Home_and_Kitchen_5,5.0,OR,Absolutely gorgeous soft rug I absolutely adore this rug and love walking on it every day it is very soft
Pet_Supplies_5,5.0,CG,"Always like to have afew treats on hand. I've tried other treats, but this one is the favorite."
Books_5,5.0,CG,I got the book last week. The story is very good.  There is a lot of historical information that I had missed.  There is also a lot of information about how the two sides came to this agreement.  I am very excited for the next book.The author does a great job of explaining how the German
Books_5,3.0,OR,"For the untrained Clive Barker reader, Abarat will seem like a vivid dream, an elaborate creation, a thing of wonder and beauty to be praised and revered. To the serious Clive Barker reader, it amounts to the PG-13 version of Weaveworld and imajica combined. Clive has taken to the all-ages genre and created a series that is sure to make him richer than he already is, but he's not doing anything new and that is very frustrating for the Constant Reader. Abarat is a story about Candy Quackenbush who lives in the dullsville town of Chickentown, Minnesota. She is an outcast, an exile, and she can't wait to get away. Well. as you guessed, adventure finds her and she winds up in The Abarat, a series of islands in the nether world each dedicated to a certain our of the day or night. Yawn. Very formulaic for Barker. This is Clive on cruise control. This is Clive on auto-pilot. This is Clive writing for the sake of writing, being weird for the sake of nothing better to do. Clive Barker is good at being outlandish and strange and thinking up attorcities and oddities is his modus operendi. Get a clue. This is nothing new."
Tools_and_Home_Improvement_5,4.0,OR,"Perfect for my needs. Love the ease of installation.  Read the directions for tips a
On speedy install."
Toys_and_Games_5,5.0,CG,Bought this and several others for my son.  He loved it.  He loves to throw
Electronics_5,5.0,CG,Perfect for my new laptop!  I love the feel of the mouse. The buttons are just as responsive and precise.
Pet_Supplies_5,5.0,OR,"I'm pretty impressed with this litter trap mat. The material is spongy and soft for the cat to walk on and it's big enough to cover the entrance to our litter box while still providing a lot of cover on either side and in front so the cat can't just jump over it on the way out. The spacing of the material is wide enough so that it really can be vacuumed and shaken out (the previous litter trap mat we had was made from a similar material but once litter got in there it was very hard to get out even after vigorous shaking or vacuuming). It's also a little thicker so that it doesn't feel flimsy. I've had some half-circle litter trap mats and they seemed like a good idea but left too much space on the sides of the entrance. This one covers everything. I really like this thing. Some reviewers mentioned a strong plastic smell when opening this and that's true but it's not a big deal. It's a mat that sits outside your cat's litter box, so plastic odor is not a big deal.

It's definitely not perfect and doesn't catch all litter, but with good positioning it captures most and that perfect product that does it all hasn't been invented yet."
Pet_Supplies_5,2.0,OR,I tried on our dog who is allergic to fleas and didn't work like said. arrived on time when said was pleased with sender just not product
Home_and_Kitchen_5,5.0,CG,Does a great job of keeping the suction on. I also love that it doesn't slide.
Kindle_Store_5,3.0,CG,"Not a bad storhy, but it has the potential to be a full book, and I would recommend it.  Great job!I liked this book but the writing was a bit slow"
Pet_Supplies_5,5.0,OR,I have a puggle mix who has super thick fur and is constantly shedding. This brush removed a ton of hair.
Pet_Supplies_5,5.0,CG,These r great toys!!! I use it as a treat in the morning and then just throw it in the trash. Great price and I
Movies_and_TV_5,4.0,OR,"The movie contains all of the expected elements of the ""Biblical Epic""; just don't expect too many facts. The story as told is interesting and the camera work is at spectacle level. The chariot race (yes, I said ""chariot race"") has the same nail-biting element as it's name-sake. Smile. Quite enjoyable."
Toys_and_Games_5,5.0,OR,"These are great, but understand they're toy soldiers for fantasy nerds.  As long as you don't expect more than you would from their green and tan counterparts, you will be pleased.  Actually, the quality is quite a bit higher."
Pet_Supplies_5,1.0,OR,Did not work with either of my dogs. They wiggled right out every time.
Kindle_Store_5,4.0,CG,Chad Douglas knows that his time has come. His life has changed. He is the person he is meant to be. The people he loves and cares about. His life is full of surprises. He is everything he believes in. He is one of the most beautiful people you will ever meet. He is the man who will save you from the death of your parents. He is the man who will protect you from the darkness that is engulfing your life. He is the man who will protect
Sports_and_Outdoors_5,5.0,CG,"Yup, just like the one that came with the chain. I will keep this in the car"
Movies_and_TV_5,4.0,CG,i watched it cause i saw it and i cant wait for it to come out on dvd.
Tools_and_Home_Improvement_5,5.0,CG,"It works great and turns on the lights with ease. I also love that it's a one-time charge.  The battery lasts a long time, and"
Electronics_5,4.0,CG,"Bought a new computer and it has been working flawlessly for a couple of weeks now.  I have two Bose speakers and a Bose keyboard, and the first was a little louder than the other one.  The sound is very good.  I use it to listen to podcasts and a lot of music on the go.  I have the Bose speakers hooked up to a Raspberry Pi 4, and I use the Bose keyboard to type on a keyboard, so I"
Pet_Supplies_5,5.0,CG,"Well I have to say, it's a very comfortable collar.  My dog loves to scratch.  The clasp is a nice design.  The dog is tall so it's easy to put on and off.  The clasp is very sturdy.  I don't have to worry about getting a bit loose because I can keep it on and off and on with the leash.  I love the fact that it's a little bit big for my dog and a little wide for her.  I also like that the clasp is adjustable so I can adjust it without pulling the dog.  It's also easy to adjust the collar so it fits nicely in my hand.  I love the fact that it's lightweight and I don't have to worry about pulling my dog's neck.  I've worn it a little longer than I thought it would be because I didn't want her pulling on it too hard.  She's a very picky eater"
Clothing_Shoes_and_Jewelry_5,2.0,OR,I am currently deployed and I was excited to receive these but when I did I was quite disappointed. The inside bottom sole of the right shoe is lifted from the bottom of the shoe and not fully glued on. I can lift half of it off. I'm nervous to wear these because I feel that the inside will get worn pretty fast and start sliding and coming out easily oppose to if it were made and glued down properly. I tried them on for a brief minute to see if the sizing was good and that was fine so no complaints there. Still not sure what to do with these. I'm really debating on sending them back but the process to do so from overseas is a little difficult.
Kindle_Store_5,4.0,OR,"These books are a 3.5 star read the charters are great and the plot is pretty good but my god it was boring it's basically sex scene after sex scene there's no real depth to it and when they aren't having sex it's the same ""internal"" thoughts over and over again the most interesting part is the 2 pages that were Henry's  POV reading his portion made it seem like the story was going to pick up but didn't and the intrigue the author tried to build died a quick death when it was reveled and ended up being nothing of importance even to Monica when he told her towards the end it did get a bit interesting then again faded the last in 80% of it I so wished these books would've been more interesting I want to fall asleep just thinking about them"
Clothing_Shoes_and_Jewelry_5,4.0,CG,My last pair lasted several years. The quality is good but the fit is just a little tight.
Kindle_Store_5,5.0,CG,"While this book is sad, it is an emotional rollercoaster. There is a strong, strong woman who is the catalyst for a powerful emotional rollercoaster, and a strong, strong man who is the catalyst"
Kindle_Store_5,5.0,OR,"Great concept, cute, interesting and funny characters and just enough spooky stuff to keep the story edgy. Fast paced, funny, out there read that's a real hoot. Highly recommend it."
Pet_Supplies_5,1.0,OR,Don't bother buying this.  I purchased it to locate exactly the places my cat had sprayed so I could treat the correct places and this light did nothing!  Don't bother buying it.
Toys_and_Games_5,5.0,OR,"Playmobil always delivers a great product. As a psychologist and play therapist, I recommend them highly."
Kindle_Store_5,4.0,OR,"So you know how the hero is always doing something stupid and you're heart is breaking for the heroine and you hope he get's his crap together for her?  Well flip that LOL.  I wanted to slap Penny upside the head on more than one occasion.  It's a good thing that girl learned cuz I was ready to just take George off her hands.

This was a good story and a great part of the Going Royal series!"
Sports_and_Outdoors_5,5.0,CG,"for cleaning and repairing my old ones, and they are very comfortable.

The only downside is"
Sports_and_Outdoors_5,4.0,OR,"I bought this to put in the back seat of my truck during road trips.  I got tired of dealing with ice/water/etc inside my truck.  The first use my wife and I got out of this was a trip to Utah from New Mexico, about a 13 hour drive.  It worked very well.  We also used this for a trip (5 hours) to the mountains and a couple of trips to the lake (about 1 hour).  It does take some time for this to cool room temperature drinks.  I recommend buying drinks that are already cold to put in there or cooling them in the fridge prior to going in the cooler.  I also recommend getting a blue ice pack (or something like that) to get the temperature of the cooler down in the beginning.  It is definitely easier for this to maintain, than it is to get cold on its own.  This is especially true during the summer months.

This cooler has a lot of room.  It fits perfect on the floor behind the center console of a Ram 1500 Crew Cab.  The fans on this are a little louder than what I expected, but with the radio on and highway noise it eventually gets unnoticeable.  I have not used the heating function of this yet and am not sure if I ever will.  We mostly do our trips in the summer months and that was the primary use I bought it for.  If that changes, I will update my review.  Now the only thing remaining is the longevity of this device.  It looks built to last, so I hope it is.  This is a great product."
Books_5,4.0,CG,Really liked this book a lot. The characters were well developed and the plot was well written. The story was told very well. The characters were interesting and you felt like you were part of the story. It was a good read.I can't imagine what to say about this book.  I'm not a fan of most of the books in the series.  But I love this one. 
Sports_and_Outdoors_5,5.0,CG,"seki city what more is there to say.  The price is nice, the product is awesome"
Clothing_Shoes_and_Jewelry_5,5.0,OR,"I hate ordering clothing online, but I took a chance on these and I'm so happy I did!  These are incredibly comfortable and stylish (although the top is an elastic band, so I wouldn't recommend wearing with a short top)  I haven't been able to get rid of my mommy tummy and regular pants were cutting right into it, creating the muffin top and I was really self-conscious about it.  These pants stay in place and keep their shape really well, so I don't have to keep pulling them up and they don't stretch out while I'm wearing them, so no butt sag.  And they really do a great job of keeping my tummy looking flat, but without pinching.  These really are the perfect pants!  I'm currently a size 6 and I could have gone down to a 4 in these, so keep that in mind.  They have a standard inseam, but they're a little short on me, so if you have long legs, also keep that in mind.  I've recommended these to all my friends and I'll be buying more in the future."
Pet_Supplies_5,5.0,OR,I bought this for my Siberian Husky puppy. I LOVE the pink color because it is bright and really stands out in the water. Our pup took to swimming so quickly that we only use this life jacket when we go kayaking. It is so easy to put on and really easy to adjust to a growing dog. I love how i can use the two top straps to pick up my dog and everything stays in place and she isn't uncomfortable. I did a lot of research before buying and I really believe this is the best and most stylish life jacket out there!
Home_and_Kitchen_5,1.0,OR,"If you can lift furniture high enough to get this product under it, you can lift it high enough to put a furniture slider under it.  I guess if you have some furniture that has a lip on it...  I found it worthless for the furniture I was trying to move.  I am a 49 yr of female who was helping my parents (mid to late 70s) move some office furniture in order to paint a room.  Since there was no lip, I just barely lifted the furniture enough for them to slide a furniture sliders underneath each corner.  I returned this for refund- it was useless to me."
Clothing_Shoes_and_Jewelry_5,5.0,CG,"Amazing cute little crazy for a boy, but very comfortable.

The only reason I ordered this"
Tools_and_Home_Improvement_5,5.0,OR,"My Bergen Co., NJ water had been tasting a little off.  These filters cleaned it up nicely. I would recommed it."
Movies_and_TV_5,5.0,CG,This is an absolutely fascinating film. The story is very well told and the acting is top notch.I really enjoyed the film.
Electronics_5,5.0,OR,"This case has held up for about 8 months with two little male monsters. It has been dropped, thrown, drug, bounced, tossed, tickled, abused, hit, kicked, stood on, and fought over on a daily basis. Now that I write this review I'm starting to think that two-year-olds should not have an iPad. However, if you are nuts like me you can rest assured knowing that your iPad will survive anything your kids can throw at it."
Sports_and_Outdoors_5,5.0,CG,These are the best and most comfortable shorts I have ever worn.  These have a mesh top and a pair of comfortable shorts.  I also like the fact that the pants are made of cotton.  I wear a pair of these
Pet_Supplies_5,3.0,OR,"The Bottoms Up was difficult for us, probably because of the 65 pound weight of our dog. I imagine it would be much easier with a smaller dog. Holding that much weight with just one arm is tough, and we guessed that the straps weren't comfortable for the dog.  Having to put it on each time we took him out wasn't convenient either.
We switched to a harness that fits on the back somewhat like a girdle. We put it on in the morning and it stays on all day. All we have to do to go out is to snap handles on. And, since there's two handles we can share the load. I'm sure it's more comfortable for the dog since the weight is distributed over a large area, rather than the two straps on the Bottoms Up."
Tools_and_Home_Improvement_5,5.0,CG,"This garage door opener works great. The only problem is that it comes with a small screw driver. I had to replace the driver, but that is the only"
Tools_and_Home_Improvement_5,4.0,CG,"I've tried others, but this one has the quality and quality of a GFCI. It has a nice touch. "
Toys_and_Games_5,5.0,OR,Fun for the kids and even Myself when we do a group structure.
Clothing_Shoes_and_Jewelry_5,5.0,CG,"This is one of my favorite jeans, the only reason I chose it is because I like the style. The material is nice, soft and comfortable, and the zipper is very easy to put on and off."
Sports_and_Outdoors_5,4.0,OR,"I'm a 6'2 240 pound amateur bodybuilder. I ordered this for an alternative cardio method living here in South Florida and as a fishing platform. To be clear I use this solo as the single seater was too small and I exceed the weight limit.

First impressions it's not exactly portable long distances. It's cool because it fits in a closet in my apartment and easily in my truck bed but most people would struggle carrying the large heavy bag long distances. I suggest making very sure you have it fully inflated as all rigidity is lost otherwise. With this fully inflated I do still experience a bending where I am sitting but it comes with an inflatable pillow thing to jam in the corner...put it in the back corner and you'll be fine. It also seems quite durable. Similar material to whitewater rafts. I got caught in a rapidly leaving tide out in the mangroves and hit quite a few sharp sticks and things and didn't sink.

It actually tracks surprisingly well because of the added length and rudder thing you can put on the bottom. Tracks better than most cheaper end molded kayaks for sure.

The perks of having it oversized are immense. Plenty of leg room (for once) room for a cooler and all my fishing gear without being cramped. I always throw the air pump in the netting compartment also just to be safe.

Only complaint is I wish it had a collapsible fiberglass rod or 2 like a tent to give some stability to the hull."
Tools_and_Home_Improvement_5,5.0,OR,"HELLO. THIS IS A GREAT SPOTLIGHT. MADE IN CHINA, SO THE COMPONENTS DONT FIT PERFECTLY, BUT AS A SPOTLIGHT GOES, IT ROCKS.
 THE CORD IS ABOUT 7 FOOT LONG AND THE CIGARETTE LIGHTER PLUG ARE HEAVY DUTY. IT HAS A LOOP TO HANG IT AND AN OFF / ON SWITCH THAT MAKES IT HANDY.  THE LENS GETS REAL HOT, BUT THAT IS TO BE EXPECTED WITH 3 MILLION CANDLE POWER. IT REALLY,REALLY LIGHTS UP AN AREA BIGTIME. THIS PRODUCT IS WORTH THE PRICE. NO REGRETS.  A GOOD CHOICE FOR A GOOD LIGHT !"
Books_5,5.0,CG,"I had seen the movie and thought I would like it too.  This book is a great read.  I had to read it before going to the theater, so it was a"
Books_5,3.0,OR,"sorry, for me this is just getting a bit old and tired...especially with the fact that nearly all of the original characters are either dead, or mostly dead.

really enjoyed the series a great deal, but it appears that vs an ""end""...this is just going to morph into an entire new story with brand new good guys and bad guys."
Kindle_Store_5,5.0,CG,"Beautiful love story with a happy ending.  Great job!!!

I received this book from the"
Sports_and_Outdoors_5,4.0,CG,"So far, so good.  We have had the knee pads for a couple months now and are"
Tools_and_Home_Improvement_5,5.0,CG,"Everything about these knobs were that they are very long. I did not need a long screw driver.

I had to replace a couple of the plastic knobs in the case. The screws were a little smaller than the size of the size of the keys. I did not have the money to replace them. I will probably get a second one for a second garage door.

I just installed the new one and the keys were on time. I will update this review if they do not work.

Update: I will update this review if it fails.

UPDATE: I got a second one for a second garage door. I put it in my garage and it worked great.I'm a professional woodworker and this is my first one. I've had woodworking for years and have never had"
Kindle_Store_5,5.0,OR,I thought I was well versed in American history until I read this book.  I had never heard of the sand creek massacre before I read this book.  Should be required reading in all history classes
Books_5,5.0,OR,"I bought this book a few years back, and recently gave it to my grandfather as a gift. He read it (and loved it) so he gave it to a friend who then ordered two copies for his friends. Then I took this new copy I bought and gave it as a gift, so now I have to buy my third copy!"
Clothing_Shoes_and_Jewelry_5,5.0,CG,"Love this! Made well, flows, looks good, and fits well."
Tools_and_Home_Improvement_5,5.0,CG,Works great! Paired instantly with a Bosch Bosch 1545.
Books_5,1.0,OR,"hell was that. I wish I could give it ZERO STARS. I wish I had back the hours and brain cells I lost reading this book. This is - without a doubt - the WORST book I have read in years. Maybe the worst book I have ever read. I can't put this into words. The plot is unbelievably bad. The character development is terrible. The writing is cliche riddled and awful. As I reached the climatic scene, the culmination of the most bizarre set of coincidences in the history of ""literature"", I was laughing out loud at the absurdity of the plot. What a waste of time."
Tools_and_Home_Improvement_5,5.0,CG,"Initially only needed the clear plastic ones, the finish is good enough. Nice little light. Works as advertised."
Movies_and_TV_5,5.0,OR,"Above in the ""product discription""(Editorial Reviews) they have (on their long review) ""The Heart is the Lonely Hunter"" where is that in this box set. They also forget the discription for ""Brother Orchid"". ??

It is between ""Lady Killer"" and ""Smart Money""  as follows. The Heart is a Lonely Hunter stars Alan Arkin as John Singer, who is deaf. Singer moves from a small town in order to be close to his institutionalized deaf and mentally impaired friend Antonapoulos (Chuck McCann). Singer rents a room with a family whose father, Mr. Kelly (Biff McGuire), is unable to earn a living due to a serious injury. His teen-aged daughter Mick (Sondra Locke, in her film debut) is at first resentful of Singer's presence, but he ingratiates himself by introducing her to classical music (which he can ""feel,"" if not hear). Singer likewise tries to brighten the lives of such unfortunates as alcoholic Blount (Stacy Keach Jr. , also making his first film appearance), dying black doctor Copeland (Percy Rodriguez), and Copeland's poverty-stricken daughter (Cicely Tyson). ?????????? If you don't see it they removed it. But as of 27 Jan 08 the above was there."
Books_5,4.0,OR,"I loved the fever series and have been waiting for over a year now for the new book to come out and it's finally here! Read it, loved it and am wanting more! The only thing I don't like is that Dani is only 14 and way too young to have the smoldering sexual tension that Mac and Barrons had. I hope the next book in the series fast forwards a few years! I don't think I can wait for her to turn a respectable age before she finally loses her V-card to...who will it be? Dancer, Christian or Ryodan? Hmmmm the possibilities! I hope Karen Marie Moning doesn't wait a year to release the next book in the series!"
Books_5,5.0,CG,I OFTEN HEAR REAGAN BLAMED FOR NO REASON FOR A TEN YEARS. I RECOMMEND YOU BRIAN J. BONNELLING THE BLOOD FOR THAT ONE.I had no idea that this book would be one of the most popular books in the series.  I found it to be the most entertaining.  I loved it.  It has great twists and turns.  I felt like I was on the edge of my seat when I read the book.  I loved it.  I have been reading the series for about a year now.  I loved it and am still reading it.  I love the characters.  It is a fun read.I have read this book numerous times and loved it so much.  I have read all of the 3 books by this author.  I have read all of the 3 books by this author.  I have read all of the 3 books by this author.  I have read all of the 3 books by this author.  I have read all of the 3 books by this author.  I have read all of the 3 books by this author.  I have read all of the 3
Electronics_5,5.0,CG,PERFECT. VERY STURDY. CHILD PROOF. Not an easy case
Clothing_Shoes_and_Jewelry_5,4.0,CG,"I struggle with shoes and this is the only one I've tried.

The sizing is accurate.  The material is nice, but the heel is a bit wide.  The shoe is a little tight on my feet, but they aren't as wide as some of the other products I've tried.

I'm also a size 10 and ordered a medium.  They are a bit tight on me, but I think that they will be comfortable.

Overall, I'm very happy with my purchase.I have a wide foot and these boots were"
Kindle_Store_5,5.0,CG,OMG what a story!! I loved it and the characters. I will definitely be reading the next one. I read this book in the last few days and have enjoyed it so much I can't wait to read it.
Tools_and_Home_Improvement_5,5.0,CG,"Great kit of cords.  Not an easy task to put together.  All in all, a great product.I had a similar model of this lamp that was advertised as a 4-watt bulb."
Electronics_5,4.0,OR,"Fits my Pentax 16-50 lens almost perfectly. It's a trace tight, but it goes on all the way."
Toys_and_Games_5,4.0,CG,My son can't get enough of this toy. It is a great toy for him to play with
Tools_and_Home_Improvement_5,5.0,CG,These are great and built well. The only problem is that they are not really yellow.
Books_5,1.0,OR,"The book is very biased, it focuses on the topics it wants to promote and leaves out some big pieces of 2012 election."
Toys_and_Games_5,5.0,OR,Looks very nice. The real test is when it is open at Christmas
Home_and_Kitchen_5,5.0,CG,"Makes great crepes. Takes some time to make the crepes but it's worth it.Very pretty.I bought this for a friend, and she"
Toys_and_Games_5,5.0,OR,"The MOZART MAGIC CUBE, truly IS magical.  Press the ""Orchastra"" side of the cube, and various Mozart melodies are heard.  Press each individual instrument, and it goes silent, leaving the other instruments to play.  You can touch the individual instruments again, and hear them come back on.  The lights flicker as the music plays.  The batteries are a little difficult to change -- but otherwise, this toy is pure magic -- for anyone of any age!"
Kindle_Store_5,5.0,CG,"As she always does, Sue doesn't disappoint. She is a full-fledged woman, and she is a strong woman. The strength of her character is undeniable.

Jade is a young man who has been in love with a woman for some time. He has been in love with a woman for a while, and it has become a problem for him. He wants to take it one step further, but he doesn't know how.

The story begins with a bit of a cliffhanger, but the ending is absolutely spot on. I was actually not expecting it to be a cliffhanger. I really enjoyed the story, and I could not wait to see what happens next.

Thank you to my friend for letting me read the story and for giving me a chance to read the story.

Thank you to my review team"
Kindle_Store_5,5.0,CG,"GREAT READ SOMETHING DIFFERENT SHE WAS MYTHOLOGY FOR A BOOK

"
